movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres
259,the green hornet,Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,Action Comedy Crime Sci-Fi Thriller
260,the a-team            ,unknown,George Peppard,Dirk Benedict,Dwight Schultz,Action Adventure Crime
261,300: rise of an empire,Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah,Action Drama Fantasy War
262,the smurfs,Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley,Adventure Animation Comedy Family Fantasy
263,home on the range,Will Finn,Steve Buscemi,Roseanne Barr,G.W. Bailey,Animation Comedy Family Music Western
264,allegiant,Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz,Action Adventure Mystery Sci-Fi Thriller
265,real steel,Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda,Action Drama Sci-Fi Sport
266,the smurfs 2,Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,Adventure Animation Comedy Family Fantasy
267,speed 2: cruise control,Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,Action Crime Romance Thriller
268,ender's game,Gavin Hood,Harrison Ford,Moises Arias,Aramis Knight,Action Sci-Fi
269,live free or die hard,Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,Action Adventure Thriller
270,the lord of the rings: the fellowship of the ring,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action Adventure Drama Fantasy
272,ali,Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton,Biography Drama Sport
273,the cat in the hat,Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin,Adventure Comedy Family Fantasy
274,"i, robot",Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride,Action Mystery Sci-Fi Thriller
275,kingdom of heaven,Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,Action Adventure Drama History War
276,stuart little,Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones,Adventure Comedy Family Fantasy
277,the princess and the frog,Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,Animation Family Fantasy Musical Romance
278,the martian,Ridley Scott,Matt Damon,Donald Glover,Benedict Wong,Adventure Drama Sci-Fi
279,"10,000 b.c.            ",Christopher Barnard,Mathew Buck,unknown,unknown,Comedy
281,town & country,Peter Chelsom,Del Zamora,Warren Beatty,Garry Shandling,Comedy Romance
282,gone in sixty seconds,Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,Action Crime Thriller
283,gladiator,Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed,Action Drama Romance
284,minority report,Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw,Action Mystery Sci-Fi Thriller
285,harry potter and the chamber of secrets,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure Family Fantasy Mystery
288,terminator 2: judgment day,James Cameron,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,Action Sci-Fi
289,public enemies,Michael Mann,Johnny Depp,Christian Bale,Stephen Graham,Biography Crime Drama History Romance
290,american gangster,Ridley Scott,Denzel Washington,Ruby Dee,RZA,Biography Crime Drama
291,true lies,James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold,Action Comedy Thriller
292,the taking of pelham 1 2 3,Tony Scott,Denzel Washington,Ramon Rodriguez,Michael Rispoli,Action Crime Thriller
293,little fockers,Paul Weitz,Robert De Niro,Blythe Danner,Teri Polo,Comedy Romance
294,the other guys,Adam McKay,Dwayne Johnson,Will Ferrell,Derek Jeter,Action Comedy Crime
295,eraser,Chuck Russell,Vanessa Williams,James Coburn,Roma Maffia,Action Drama Mystery Thriller
296,django unchained,Quentin Tarantino,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,Drama Western
297,the hunchback of notre dame,Gary Trousdale,Demi Moore,Jason Alexander,Bill Fagerbakke,Animation Drama Family Musical Romance
298,the emperor's new groove,Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler,Adventure Animation Comedy Family Fantasy
299,the expendables 2,Simon West,Jason Statham,Sylvester Stallone,Bruce Willis,Action Adventure Thriller
300,national treasure,Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse,Action Adventure Comedy Family Mystery
301,eragon,Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,Action Adventure Family Fantasy
302,where the wild things are,Spike Jonze,Catherine O'Hara,Ryan Corr,Max Records,Adventure Drama Family Fantasy
304,epic,Chris Wedge,Josh Hutcherson,Emma Kenney,Troy Evans,Adventure Animation Family Fantasy
306,end of days,Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier,Action Fantasy Horror Mystery
307,blood diamond,Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,Adventure Drama Thriller
308,the wolf of wall street,Martin Scorsese,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,Biography Comedy Crime Drama
309,batman forever,Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar,Action Adventure Fantasy
310,starship troopers,Paul Verhoeven,Jake Busey,Patrick Muldoon,Seth Gilliam,Action Sci-Fi War
311,cloud atlas,Tom Tykwer,Tom Hanks,Jim Sturgess,Jim Broadbent,Drama Sci-Fi
312,legend of the guardians: the owls of ga'hoole,Zack Snyder,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,Action Adventure Animation Family Fantasy
313,catwoman,Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein,Action Crime Fantasy Romance Thriller
315,treasure planet,Ron Clements,Joseph Gordon-Levitt,Martin Short,Michael Wincott,Adventure Animation Family Sci-Fi
316,land of the lost,Brad Silberling,Will Ferrell,Anna Friel,Bobb'e J. Thompson,Adventure Comedy Sci-Fi
317,the expendables 3,Patrick Hughes,Jason Statham,Sylvester Stallone,Harrison Ford,Action Adventure Thriller
319,son of the mask,Lawrence Guterman,Jamie Kennedy,Traylor Howard,Ben Stein,Comedy Family Fantasy
320,in the heart of the sea,Ron Howard,Chris Hemsworth,Benjamin Walker,Frank Dillane,Action Adventure Biography Drama History Thriller
321,the adventures of pluto nash,Ron Underwood,Rosario Dawson,Randy Quaid,Burt Young,Action Comedy Sci-Fi
322,green zone,Paul Greengrass,Matt Damon,Sean Huze,Igal Naor,Action Drama Thriller War
323,the peanuts movie,Steve Martino,Francesca Capaldi,Venus Schultheis,Bill Melendez,Adventure Animation Comedy Family
324,the spanish prisoner,David Mamet,Ben Gazzara,Felicity Huffman,Campbell Scott,Drama Mystery Thriller
325,the mummy returns,Stephen Sommers,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,Action Adventure Fantasy Thriller
326,gangs of new york,Martin Scorsese,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,Crime Drama
327,the flowers of war,Yimou Zhang,Christian Bale,Ni Ni,Shigeo Kobayashi,Drama History Romance War
328,surf's up,Ash Brannon,Jeff Bridges,Zooey Deschanel,Jon Heder,Animation Comedy Family Sport
329,the stepford wives,Frank Oz,Jon Lovitz,Matthew Broderick,Roger Bart,Comedy Sci-Fi Thriller
330,black hawk down,Ridley Scott,Ioan Gruffudd,Sam Shepard,Ewen Bremner,Drama History War
331,the campaign,Jay Roach,Will Ferrell,Thomas Middleditch,Katherine LaNasa,Comedy
332,the fifth element,Luc Besson,Milla Jovovich,Bruce Willis,Gary Oldman,Action Adventure Sci-Fi
333,sex and the city 2,Michael Patrick King,Chris Noth,Liza Minnelli,Kristin Davis,Comedy Drama Romance
334,the road to el dorado,Bibo Bergeron,Frank Welker,Rosie Perez,Elton John,Adventure Animation Comedy Family Romance
335,ice age: continental drift,Steve Martino,Peter Dinklage,Josh Gad,Drake,Adventure Animation Comedy Family
338,finding nemo,Andrew Stanton,Alexander Gould,Stephen Root,Brad Garrett,Adventure Animation Comedy Family
339,the lord of the rings: the return of the king,Peter Jackson,Orlando Bloom,Billy Boyd,Bernard Hill,Action Adventure Drama Fantasy
340,the lord of the rings: the two towers,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,Action Adventure Drama Fantasy
341,seventh son,Sergey Bodrov,Jeff Bridges,Djimon Hounsou,Olivia Williams,Action Adventure Fantasy
342,lara croft: tomb raider,Simon West,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,Action Adventure Fantasy Thriller
343,transcendence,Wally Pfister,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,Drama Mystery Romance Sci-Fi Thriller
344,jurassic park iii,Joe Johnston,Michael Jeter,Trevor Morgan,Alessandro Nivola,Action Adventure Sci-Fi Thriller
345,rise of the planet of the apes,Rupert Wyatt,James Franco,David Oyelowo,Tyler Labine,Action Drama Sci-Fi Thriller
346,the spiderwick chronicles,Mark Waters,Martin Short,Tod Fennell,Joan Plowright,Adventure Family Fantasy
347,a good day to die hard,John Moore,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,Action Thriller
349,the incredibles,Brad Bird,Holly Hunter,Craig T. Nelson,Lou Romano,Action Adventure Animation Family
350,cutthroat island,Renny Harlin,Christopher Masterson,Frank Langella,Matthew Modine,Action Adventure Comedy
351,percy jackson & the olympians: the lightning thief,Chris Columbus,Logan Lerman,Rosario Dawson,Steve Coogan,Adventure Family Fantasy
352,men in black,Barry Sonnenfeld,Will Smith,Rip Torn,Linda Fiorentino,Adventure Comedy Family Mystery Sci-Fi
353,toy story 2,John Lasseter,Tom Hanks,John Ratzenberger,Wayne Knight,Adventure Animation Comedy Family Fantasy
354,unstoppable,Tony Scott,Denzel Washington,Rosario Dawson,Ethan Suplee,Action Thriller
355,rush hour 2,Brett Ratner,Mei Melançon,John Lone,Harris Yulin,Action Comedy Crime Thriller
356,what lies beneath,Robert Zemeckis,Harrison Ford,Amber Valletta,Miranda Otto,Drama Fantasy Horror Mystery Thriller
357,cloudy with a chance of meatballs,Phil Lord,Will Forte,Bobb'e J. Thompson,Al Roker,Animation Comedy Family Sci-Fi
358,ice age: dawn of the dinosaurs,Carlos Saldanha,Denis Leary,Maile Flanagan,Kelly Keaton,Action Adventure Animation Comedy Family
359,the secret life of walter mitty,Ben Stiller,Adam Scott,Adrian Martinez,Joey Slotnick,Adventure Comedy Drama Fantasy Romance
360,charlie's angels,McG,Bill Murray,LL Cool J,Kelly Lynch,Action Adventure Comedy Crime Thriller
361,the departed,Martin Scorsese,Leonardo DiCaprio,Matt Damon,Ray Winstone,Crime Drama Thriller
362,mulan,Tony Bancroft,Ming-Na Wen,Harvey Fierstein,June Foray,Adventure Animation Family Fantasy Musical War
363,tropic thunder,Ben Stiller,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,Action Comedy
364,the girl with the dragon tattoo,David Fincher,Robin Wright,Goran Visnjic,Joely Richardson,Crime Drama Mystery Thriller
365,die hard with a vengeance,John McTiernan,Bruce Willis,Aldis Hodge,Kevin Chamberlin,Action Adventure Thriller
366,sherlock holmes,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Robert Maillet,Action Adventure Crime Mystery Thriller
368,atlantis: the lost empire,Gary Trousdale,Leonard Nimoy,Jim Varney,Cree Summer,Action Adventure Animation Family Fantasy Sci-Fi
369,alvin and the chipmunks: the road chip,Walt Becker,Bella Thorne,Joshua Mikel,Jesse McCartney,Adventure Animation Comedy Family Fantasy Music
370,valkyrie,Bryan Singer,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,Drama History Thriller War
371,you don't mess with the zohan,Dennis Dugan,Adam Sandler,Sayed Badreya,Kevin Nealon,Action Comedy
372,pixels,Chris Columbus,Peter Dinklage,Adam Sandler,Josh Gad,Action Animation Comedy Sci-Fi
373,a.i. artificial intelligence,Steven Spielberg,Haley Joel Osment,William Hurt,Kevin Sussman,Adventure Drama Sci-Fi
374,the haunted mansion,Rob Minkoff,Marsha Thomason,Rachael Harris,Marc John Jefferies,Comedy Family Fantasy Horror Mystery
375,contact,Robert Zemeckis,Matthew McConaughey,Tom Skerritt,Larry King,Drama Mystery Sci-Fi Thriller
376,hollow man,Paul Verhoeven,Greg Grunberg,Kim Dickens,Joey Slotnick,Action Horror Sci-Fi Thriller
377,the interpreter,Sydney Pollack,Curtiss Cook,George Harris,Michael Wright,Crime Mystery Thriller
378,percy jackson: sea of monsters,Thor Freudenthal,Logan Lerman,Leven Rambin,Brandon T. Jackson,Adventure Family Fantasy
379,lara croft tomb raider: the cradle of life,Jan de Bont,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,Action Adventure Fantasy
380,now you see me 2,Jon M. Chu,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,Action Adventure Comedy Crime Mystery Thriller
382,spy game,Tony Scott,Brad Pitt,Stephen Dillane,Catherine McCormack,Action Crime Thriller
383,mission to mars,Brian De Palma,Don Cheadle,Connie Nielsen,Kim Delaney,Adventure Sci-Fi Thriller
384,rio,Carlos Saldanha,Anne Hathaway,Wanda Sykes,Will.i.am,Adventure Animation Comedy Family Musical
385,bicentennial man,Chris Columbus,Robin Williams,Oliver Platt,John Michael Higgins,Comedy Drama Sci-Fi
386,volcano,Mick Jackson,Don Cheadle,Anne Heche,Gaby Hoffmann,Action Drama Sci-Fi Thriller
387,the devil's own,Alan J. Pakula,Harrison Ford,Brad Pitt,Natascha McElhone,Action Crime Drama Thriller
388,k-19: the widowmaker,Kathryn Bigelow,Liam Neeson,Christian Camargo,Lex Shrapnel,Drama History Thriller War
389,fantastic four,Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,Action Adventure Sci-Fi
391,cinderella man,Ron Howard,Paddy Considine,Bruce McGill,Rosemarie DeWitt,Biography Drama Sport
392,the nutcracker in 3d,Andrey Konchalovskiy,Shirley Henderson,Nathan Lane,Richard E. Grant,Action Family Fantasy Musical
393,seabiscuit,Gary Ross,Jeff Bridges,Michael Angarano,Michael O'Neill,Drama History Sport
394,twister,Jan de Bont,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,Action Adventure Drama Thriller
396,cast away,Robert Zemeckis,Tom Hanks,Paul Sanchez,Nick Searcy,Adventure Drama Romance
397,happy feet,George Miller,Robin Williams,Hugh Jackman,Elizabeth Daily,Animation Comedy Family Music Romance
398,the bourne supremacy,Paul Greengrass,Matt Damon,Joan Allen,Oksana Akinshina,Action Mystery Thriller
399,air force one,Wolfgang Petersen,Harrison Ford,Gary Oldman,Dean Stockwell,Action Adventure Drama Thriller
400,ocean's eleven,Steven Soderbergh,Brad Pitt,Bernie Mac,Elliott Gould,Crime Thriller
401,the three musketeers,Paul W.S. Anderson,Milla Jovovich,Logan Lerman,Orlando Bloom,Action Adventure Romance
402,hotel transylvania,Genndy Tartakovsky,Steve Buscemi,Adam Sandler,Jon Lovitz,Animation Comedy Family Fantasy
403,enchanted,Kevin Lima,Jeff Bennett,Teala Dunn,Fred Tatasciore,Animation Comedy Family Fantasy Musical Romance
404,hannibal            ,unknown,Caroline Dhavernas,Scott Thompson,Hettienne Park,Crime Drama Horror Mystery Thriller
405,safe house,Daniel Espinosa,Denzel Washington,Ryan Reynolds,Sam Shepard,Action Crime Mystery Thriller
406,102 dalmatians,Kevin Lima,Ioan Gruffudd,Eric Idle,Jim Carter,Adventure Comedy Family
407,tower heist,Brett Ratner,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,Action Comedy Crime
408,the holiday,Nancy Meyers,Kate Winslet,Rufus Sewell,Sarah Parish,Comedy Romance
409,enemy of the state,Tony Scott,Will Smith,Jake Busey,Lisa Bonet,Action Crime Drama Mystery Thriller
410,it's complicated,Nancy Meyers,Meryl Streep,Hunter Parrish,Zoe Kazan,Comedy Drama Romance
411,ocean's thirteen,Steven Soderbergh,Al Pacino,Matt Damon,Brad Pitt,Crime Thriller
412,open season,Roger Allers,Jon Favreau,Debra Messing,Jane Krakowski,Adventure Animation Comedy Family
413,divergent,Neil Burger,Kate Winslet,Theo James,Mekhi Phifer,Adventure Mystery Sci-Fi
414,enemy at the gates,Jean-Jacques Annaud,Bob Hoskins,Gabriel Thomson,Clemens Schick,Drama History War
415,the rundown,Peter Berg,Dwayne Johnson,Rosario Dawson,Ewen Bremner,Action Adventure Comedy Thriller
416,last action hero,John McTiernan,F. Murray Abraham,Tom Noonan,Joan Plowright,Action Adventure Comedy Fantasy
417,memoirs of a geisha,Rob Marshall,Li Gong,Mako,Karl Yune,Drama Romance
418,the fast and the furious: tokyo drift,Justin Lin,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,Action Crime Thriller
419,arthur christmas,Sarah Smith,Jim Broadbent,Imelda Staunton,Michael Palin,Adventure Animation Comedy Family Fantasy
420,meet joe black,Martin Brest,Anthony Hopkins,Brad Pitt,Jake Weber,Drama Fantasy Romance
421,collateral damage,Andrew Davis,Raymond Cruz,Rick Worthy,Jsu Garcia,Action Drama Thriller
422,all that jazz,Bob Fosse,Roy Scheider,Ben Vereen,Max Wright,Comedy Drama Music Musical
423,mirror mirror,Tarsem Singh,Julia Roberts,Nathan Lane,Danny Woodburn,Adventure Comedy Drama Family Fantasy
424,scott pilgrim vs. the world,Edgar Wright,Anna Kendrick,Kieran Culkin,Ellen Wong,Action Comedy Fantasy Romance
425,the core,Jon Amiel,Glenn Morshower,Tchéky Karyo,Rekha Sharma,Action Adventure Sci-Fi Thriller
426,nutty professor ii: the klumps,Peter Segal,Larry Miller,Janet Jackson,Chris Elliott,Comedy Romance Sci-Fi
427,scooby-doo,Raja Gosnell,Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.,Adventure Comedy Mystery
429,click,Frank Coraci,Adam Sandler,Cameron Monaghan,Julie Kavner,Comedy Drama Fantasy Romance
431,cats & dogs: the revenge of kitty galore,Brad Peyton,Jack McBrayer,Sean Hayes,Katt Williams,Action Comedy Family Fantasy
432,jumper,Doug Liman,Kristen Stewart,Hayden Christensen,Tom Hulce,Action Adventure Sci-Fi Thriller
433,hellboy ii: the golden army,Guillermo del Toro,Seth MacFarlane,Iván Kamarás,Brian Steele,Action Adventure Fantasy Horror Sci-Fi
434,zodiac,David Fincher,Robert Downey Jr.,Jake Gyllenhaal,Anthony Edwards,Crime Drama History Mystery Thriller
435,the 6th day,Roger Spottiswoode,Robert Duvall,Michael Rapaport,Tony Goldwyn,Action Mystery Sci-Fi Thriller
436,bruce almighty,Tom Shadyac,Morgan Freeman,Steve Carell,Lisa Ann Walter,Comedy Drama
437,the expendables,Sylvester Stallone,Jason Statham,Sylvester Stallone,Jet Li,Action Adventure Thriller
438,mission: impossible,Brian De Palma,Tom Cruise,Kristin Scott Thomas,Vanessa Redgrave,Action Adventure Thriller
439,the hunger games,Gary Ross,Jennifer Lawrence,Josh Hutcherson,Anthony Reynolds,Adventure Drama Sci-Fi Thriller
440,the hangover part ii,Todd Phillips,Bradley Cooper,Mason Lee,Mike Tyson,Comedy
441,batman returns,Tim Burton,Michael Gough,Vincent Schiavelli,Andrew Bryniarski,Action
442,over the hedge,Tim Johnson,Bruce Willis,Steve Carell,Catherine O'Hara,Adventure Animation Comedy Family
443,lilo & stitch,Dean DeBlois,Tia Carrere,Jason Scott Lee,David Ogden Stiers,Adventure Animation Comedy Drama Family Fantasy Sci-Fi
444,charlotte's web,Gary Winick,Steve Buscemi,Julia Roberts,Oprah Winfrey,Comedy Family Fantasy
445,deep impact,Mimi Leder,Morgan Freeman,Jon Favreau,Robert Duvall,Action Drama Romance Sci-Fi Thriller
446,red 2,Dean Parisot,Bruce Willis,Anthony Hopkins,Garrick Hagon,Action Comedy Crime Thriller
447,the longest yard,Peter Segal,Adam Sandler,Steve Reevis,Dalip Singh,Comedy Crime Sport
448,alvin and the chipmunks: chipwrecked,Mike Mitchell,Amy Poehler,Jesse McCartney,Lauren Gottlieb,Adventure Animation Comedy Family Fantasy Music
449,grown ups 2,Dennis Dugan,Steve Buscemi,Adam Sandler,Jon Lovitz,Comedy
450,get smart,Peter Segal,Bill Murray,Dwayne Johnson,Anne Hathaway,Action Adventure Comedy
451,something's gotta give,Nancy Meyers,Keanu Reeves,Jon Favreau,Paul Michael Glaser,Comedy Drama Romance
452,shutter island,Martin Scorsese,Leonardo DiCaprio,Joseph Sikora,Nellie Sciutto,Mystery Thriller
453,four christmases,Seth Gordon,Jon Favreau,Robert Duvall,Katy Mixon,Comedy Drama Romance
